entityASlug,entityA,ownership,entityB,entityBSlug,role,year
trump-productions-managing-member-inc,Trump Productions Managing Member Inc,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-project-management-corp,Trump Project Management Corp,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
trump-realty-services-llc,Trump Realty Services LLC (f/k/a Trump Mortgage Services LLC (03) & Tower Mortgage Services LLC),100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-restaurants-llc,Trump Restaurants LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-riverside-management-llc,Trump Riverside Management LLC,100,DJT Holdings LLC,djt-holdings-llc,Shareholder,2017
trump-ruffin-commercial-llc,Trump Ruffin Commercial LLC,100,Trump Ruffin Tower I LLC,trump-ruffin-tower-i-llc,Managing Member,2017
trump-ruffin-llc,Trump Ruffin LLC,1,Trump Las Vegas Managing Member LLC,trump-las-vegas-managing-member-llc,Managing Member,2017
trump-ruffin-llc,Trump Ruffin LLC,49,Trump Las Vegas Member LLC,trump-las-vegas-member-llc,Member,2017
trump-ruffin-llc,Trump Ruffin LLC,50,"HYDE PARK, LLC",hyde-park-llc,Member,2017
trump-ruffin-tower-i-llc,Trump Ruffin Tower I LLC,100,Trump Ruffin LLC,trump-ruffin-llc,Managing Member,2017
trump-sales-leasing-chicago-llc,Trump Sales & Leasing Chicago LLC,1,Trump Sales & Leasing Chicago Member Corp,trump-sales-leasing-chicago-member-corp,Member,2017
trump-sales-leasing-chicago-llc,Trump Sales & Leasing Chicago LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-sales-leasing-chicago-member-corp,Trump Sales & Leasing Chicago Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-scotland-member-inc,Trump Scotland Member Inc,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-scotsborough-square-llc,Trump Scotsborough Square LLC,1,Trump Scotsborough Square Member Corp,trump-scotsborough-square-member-corp,Managing Member,2017
trump-scotsborough-square-llc,Trump Scotsborough Square LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-scotsborough-square-member-corp,Trump Scotsborough Square Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-soho-member-llc,Trump Soho Member LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-toronto-development-inc,Trump Toronto Development Inc,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-toronto-hotel-management-corp,Trump Toronto Hotel Management Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-toronto-member-corp,Trump Toronto Member Corp (formally Trump Toronto Management Member Corp),100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-tower-commercial-llc,Trump Tower Commercial LLC,1,Trump Tower Managing Member Inc,trump-tower-managing-member-inc,Managing Member,2017
trump-tower-commercial-llc,Trump Tower Commercial LLC,99,The Trump Equitable Fifth Avenue Company,the-trump-equitable-fifth-avenue-company,Member,2017
trump-tower-managing-member-inc,Trump Tower Managing Member Inc,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
trump-village-construction-corp,Trump Village Construction Corp,25,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
trump-village-construction-corp,Trump Village Construction Corp,75,TRUMP FAMILY MEMBERS,trump-family-members,Shareholder,2017
trump-vineyard-estates-llc,Trump Vineyard Estates LLC,1,Trump Vineyard Estates Manager Corp,trump-vineyard-estates-manager-corp,Managing Member,2017
trump-vineyard-estates-llc,Trump Vineyard Estates LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-vineyard-estates-lot-3-owner-llc,Trump Vineyard Estates Lot 3 Owner LLC (fka Eric Trump Land Holdings LLC),100,Trump Vineyard Estates LLC,trump-vineyard-estates-llc,Member,2017
trump-vineyard-estates-manager-corp,Trump Vineyard Estates Manager Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-virginia-acquisitions-llc,Trump Virginia Acquisitions LLC (fka Virginia Acquisitions LLC),1,Trump Virginia Acquisitions Manager Corp,trump-virginia-acquisitions-manager-corp,Managing Member,2017
trump-virginia-acquisitions-llc,Trump Virginia Acquisitions LLC (fka Virginia Acquisitions LLC),99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-virginia-acquisitions-manager-corp,Trump Virginia Acquisitions Manager Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-virginia-lot-5-llc,Trump Virginia Lot 5 LLC,1,Trump Virginia Lot 5 Manager Corp,trump-virginia-lot-5-manager-corp,Managing Member,2017
trump-virginia-lot-5-llc,Trump Virginia Lot 5 LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-virginia-lot-5-manager-corp,Trump Virginia Lot 5 Manager Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-wine-marks-llc,Trump Wine Marks LLC,1,Trump Wine Marks Member Corp,trump-wine-marks-member-corp,Managing Member,2017
trump-wine-marks-llc,Trump Wine Marks LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-wine-marks-member-corp,Trump Wine Marks Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
trump-world-productions-llc,Trump World Productions LLC,1,Trump World Productions Manager Corp,trump-world-productions-manager-corp,Managing Member,2017
trump-world-productions-llc,Trump World Productions LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-world-productions-manager-corp,Trump World Productions Manager Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-world-publications-llc,Trump World Publications LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
trumps-castle-management-corp,TRUMP'S CASTLE MANAGEMENT CORP,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
turnberry-scotland-llc,Turnberry Scotland LLC,1,Turnberry Scotland Managing Member Corp,turnberry-scotland-managing-member-corp,Managing Member,2017
turnberry-scotland-llc,Turnberry Scotland LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
turnberry-scotland-managing-member-corp,Turnberry Scotland Managing Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
tw-venture-i-llc,TW Venture I LLC,1,TW Venture I Managing Member Corp,tw-venture-i-managing-member-corp,Managing Member,2017
tw-venture-i-llc,TW Venture I LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
tw-venture-i-managing-member-corp,TW Venture I Managing Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
tw-venture-ii-llc,TW Venture II LLC,1,TW Venture II Managing Member Corp,tw-venture-ii-managing-member-corp,Manaing Member,2017
tw-venture-ii-llc,TW Venture II LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
tw-venture-ii-managing-member-corp,TW Venture II Managing Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
ultimate-air-corp,Ultimate Air Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
unit-2502-enterprises-corp,Unit 2502 Enterprises Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
unit-2502-enterprises-llc,Unit 2502 Enterprises LLC,1,Unit 2502 Enterprises Corp,unit-2502-enterprises-corp,Managing Member,2017
unit-2502-enterprises-llc,Unit 2502 Enterprises LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
trump-national-golf-club-los-angeles,TRUMP NATIONAL GOLF CLUB- LOS ANGELES,100,RPV Development LLC,rpv-development-llc,Shareholder,2017
vhps-llc,VHPS LLC,100,TRUMP NATIONAL GOLF CLUB- LOS ANGELES,trump-national-golf-club-los-angeles,Managing Member,2017
west-palm-operations-llc,West Palm Operations LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
wexford-hall-inc,Wexford Hall Inc,25,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
wexford-hall-inc,Wexford Hall Inc,75,TRUMP FAMILY MEMBERS,trump-family-members,Shareholder,2017
white-course-llc,White Course LLC,1,White Course Managing Member Corp,white-course-managing-member-corp,Managing Member,2017
white-course-llc,White Course LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
white-course-managing-member-corp,White Course Managing Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
wilshire-hall-llc,Wilshire Hall LLC,75,TRUMP FAMILY MEMBERS,trump-family-members,Member,2017
wilshire-hall-llc,Wilshire Hall LLC,25,DJT Holdings LLC,djt-holdings-llc,,2017
wollman-rink-operations-llc,Wollman Rink Operations LLC,100,DJT Holdings LLC,djt-holdings-llc,Member,2017
yorktown-real-estate-llc-fka-yorktown-development-associates-llc,Yorktown Real Estate LLC (F/K/A Yorktown Development Associates LLC),100,DJT Holdings LLC,djt-holdings-llc,Member,2017
hwa-555-owners-llc,HWA 555 Owners LLC,100,"Hudson Waterfront Associates I, L.P.",hudson-waterfront-associates-i-lp,Partner,2017
1290-avenue-of-the-americas-a-tenancy-in-common,"1290 Avenue of the Americas, a Tenancy-In-Common",52,HWA 1290 III llc,hwa-1290-iii-llc,Partner,2017
1290-avenue-of-the-americas-a-tenancy-in-common,"1290 Avenue of the Americas, a Tenancy-In-Common",20.2,HWA 1290 IV llc,hwa-1290-iv-llc,Partner,2017
1290-avenue-of-the-americas-a-tenancy-in-common,"1290 Avenue of the Americas, a Tenancy-In-Common",27.8,HWA 1290 V llc,hwa-1290-v-llc,Partner,2017
trump-management-inc,Trump Management Inc,25,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
trump-management-inc,Trump Management Inc,75,TRUMP FAMILY MEMBERS,trump-family-members,Shareholder,2017
hwa-1290-iii-llc,HWA 1290 III llc,100,"Hudson Waterfront Associates III, L.P.",hudson-waterfront-associates-iii-lp,Partner,2017
hwa-1290-iv-llc,HWA 1290 IV llc,100,"Hudson Waterfront Associates IV, L.P.",hudson-waterfront-associates-iv-lp,Partner,2017
hwa-1290-v-llc,HWA 1290 V llc,100,"Hudson Waterfront Associates V, L.P.",hudson-waterfront-associates-v-lp,Partner,2017
thc-china-development-management-corp,THC China Development Management Corp (fka Trump China Development Management Corp),100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
travel-enterprises-management-inc,"Travel Enterprises Management Inc (Formerly Toys at Trump, Inc)",100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
trump-las-vegas-marketing-and-sales-llc,Trump Las Vegas Marketing and Sales LLC,100,"TRUMP, DONALD J.",trump-donald-j,Member,2017
the-donald-j-trump-company-llc,The Donald J. Trump Company LLC,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
dt-bali-golf-manager-llc,DT Bali Golf Manager LLC *,1,DT Bali Golf Manager Member Corp *,dt-bali-golf-manager-member-corp,Managing Member,2017
dt-bali-golf-manager-llc,DT Bali Golf Manager LLC *,99,TTTT Venture LLC,tttt-venture-llc,Member,2017
dt-bali-golf-manager-member-corp,DT Bali Golf Manager Member Corp *,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
dt-bali-hotel-manager-llc,DT Bali Hotel Manager LLC *,1,DT Bali Hotel Manager Member Corp *,dt-bali-hotel-manager-member-corp,Managing Member,2017
dt-bali-hotel-manager-llc,DT Bali Hotel Manager LLC *,99,TTTT Venture LLC,tttt-venture-llc,Member,2017
dt-bali-hotel-manager-member-corp,DT Bali Hotel Manager Member Corp *,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
dt-bali-technical-services-manager-llc,DT Bali Technical Services Manager LLC,1,DT Bali Technical Services Manager Member Corp *,dt-bali-technical-services-manager-member-corp,Managing Member,2017
dt-bali-technical-services-manager-llc,DT Bali Technical Services Manager LLC,99,TTTT Venture LLC,tttt-venture-llc,Member,2017
dt-bali-technical-services-manager-member-corp,DT Bali Technical Services Manager Member Corp *,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
dt-connect-europe-limited,DT Connect Europe Limited *,100,Golf Recreation Scotland Limited,golf-recreation-scotland-limited,Partner,2017
dt-endeavor-i-llc,DT Endeavor I LLC,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
dt-jeddah-technical-services-advisor-llc,DT Jeddah Technical Services Advisor LLC,1,DT Jeddah Technical Services Advisor Member Corp,dt-jeddah-technical-services-advisor-member-corp,Managing Member,2017
dt-jeddah-technical-services-advisor-llc,DT Jeddah Technical Services Advisor LLC,99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
dt-jeddah-technical-services-advisor-member-corp,DT Jeddah Technical Services Advisor Member Corp,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
dt-jeddah-technical-services-manager-llc,DT Jeddah Technical Services Manager LLC,1,DT Jeddah Technical Services Manager Member Corp,dt-jeddah-technical-services-manager-member-corp,Managing Member,2017
dt-jeddah-technical-services-manager-llc,DT Jeddah Technical Services Manager LLC,99,"TRUMP, DONALD J.",trump-donald-j,Member,2017
dt-jeddah-technical-services-manager-member-corp,DT Jeddah Technical Services Manager Member Corp,100,"TRUMP, DONALD J.",trump-donald-j,Shareholder,2017
dt-lido-golf-manager-llc,DT Lido Golf Manager LLC *,1,DT Lido Golf Manager Member Corp *,dt-lido-golf-manager-member-corp,Managing Member,2017
dt-lido-golf-manager-llc,DT Lido Golf Manager LLC *,99,TTTT Venture LLC,tttt-venture-llc,Member,2017
dt-lido-golf-manager-member-corp,DT Lido Golf Manager Member Corp *,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
dt-lido-hotel-manager-llc,DT Lido Hotel Manager LLC *,1,DT Lido Hotel Manager Member Corp *,dt-lido-hotel-manager-member-corp,Managing Member,2017
dt-lido-hotel-manager-llc,DT Lido Hotel Manager LLC *,99,TTTT Venture LLC,tttt-venture-llc,Member,2017
dt-lido-hotel-manager-member-corp,DT Lido Hotel Manager Member Corp *,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
dt-lido-technical-services-manager-llc,DT Lido Technical Services Manager LLC *,1,DT Lido Technical Services Manager Member Corp *,dt-lido-technical-services-manager-member-corp,Managing Member,2017
dt-lido-technical-services-manager-llc,DT Lido Technical Services Manager LLC *,99,TTTT Venture LLC,tttt-venture-llc,Member,2017
dt-lido-technical-services-manager-member-corp,DT Lido Technical Services Manager Member Corp *,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
dt-marks-bali-llc,DT MARKS BALI LLC,1,DT Marks Bali Member Corp *,dt-marks-bali-member-corp,Managing Member,2017
dt-marks-bali-llc,DT MARKS BALI LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
dt-marks-bali-member-corp,DT Marks Bali Member Corp *,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
dt-marks-lido-llc,DT Marks Lido LLC *,1,DT Marks Lido Member Corp *,dt-marks-lido-member-corp,Managing Member,2017
dt-marks-lido-llc,DT Marks Lido LLC *,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
dt-marks-lido-member-corp,DT Marks Lido Member Corp *,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
dt-tower-i-llc,DT Tower I LLC,1,DT Tower I Member Corp,dt-tower-i-member-corp,Managing Member,2017
dt-tower-i-llc,DT Tower I LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
dt-tower-i-member-corp,DT Tower I Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
dt-tower-kolkata-llc,DT Tower Kolkata LLC,1,DT Tower Kolkata Managing Member Corp,dt-tower-kolkata-managing-member-corp,Managing Member,2017
dt-tower-kolkata-llc,DT Tower Kolkata LLC,99,DTTM Operations LLC,dttm-operations-llc,Member,2017
dt-tower-kolkata-managing-member-corp,DT Tower Kolkata Managing Member Corp,100,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Shareholder,2017
dttm-operations-llc,DTTM Operations LLC,1,DTTM Operations Managing Member Corp,dttm-operations-managing-member-corp,Managing Member,2017
dttm-operations-llc,DTTM Operations LLC,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
dttm-operations-managing-member-corp,DTTM Operations Managing Member Corp,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
eid-venture-ii-llc,EID Venture II LLC,1,EID Venture II Member Corp,eid-venture-ii-member-corp,Managing Member,2017
eid-venture-ii-llc,EID Venture II LLC,99,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Member,2017
eid-venture-ii-member-corp,EID Venture II Member Corp,100,The Donald J. Trump Revocable Trust,the-donald-j-trump-revocable-trust,Shareholder,2017
mobile-payroll-construction-llc,Mobile Payroll Construction LLC *,1,Mobile Payroll Construction Manager Corp *,mobile-payroll-construction-manager-corp,Managing Member,2017
mobile-payroll-construction-llc,Mobile Payroll Construction LLC *,99,DJT Holdings LLC,djt-holdings-llc,Member,2017
mobile-payroll-construction-manager-corp,Mobile Payroll Construction Manager Corp *,100,DJT Holdings Managing Member LLC,djt-holdings-managing-member-llc,Shareholder,2017
